Column1;Column2;Column3;Column4;Column5
Датчик скорости вращения IFM Electronic DI521A;36 800 руб.;"Длина корпуса, мм:; 92,3; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M30";https://sensoren.ru/product/datchik_skorosti_vrashcheniya_ifm_electronic_di521a/;под заказ
Оптический датчик смещения LANBAO PDA-CR85TGIM;59 840 руб.;"Размер светового пятна, мм:; 0,5; Класс лазера:; 2; Страна происхождения:; Китай; Серия:; PDA; Диапазоны измерения расстояния:; < 1000 мм; Дальность измерения Min, мм:; 60";https://sensoren.ru/product/opticheskiy_datchik_smeshcheniya_lanbao_pda_cr85tgim/;под заказ
Ультразвуковой датчик расстояния Microsonic mic-340/IU/M;96 400 руб.;"Разрешение, мм:; 0,18; Число контактов, pin:; 5; Серия:; MIC; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M30";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_microsonic_mic_340_iu_m/;под заказ
Оптический датчик расстояния LANBAO PDA-CC10TGI;42 880 руб.;"Размер светового пятна, мм:; 1x3; Класс лазера:; 2; Страна происхождения:; Китай; Серия:; PDA; Диапазоны измерения расстояния:; < 1000 мм; Дальность измерения Min, мм:; 3";https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_lanbao_pda_cc10tgi/;под заказ
Ультразвуковой датчик Pepperl Fuchs UC300-30GM-IUR2-V15;96 000 руб.;"Серия:; UC; Температура эксплуатации Max, °C:; 70; Размер резьбы корпуса:; M30";https://sensoren.ru/product/ultrazvukovoy_datchik_pepperl_fuchs_uc300_30gm_iur2_v15/;под заказ
Оптический датчик расстояния IFM Electronic O5D150;41 000 руб.;"Размер светового пятна, мм:; 5; Диапазоны измерения расстояния:; 1 м ...< 10 м; Дальность измерения Min, м:; 0,03; Дальность измерения Max, м:; 2; Температура эксплуатации Max, °C:; 60";https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_ifm_electronic_o5d150/;под заказ
Датчик скорости вращения СЕНСОР ДКС-М30-81С-1113-ЛГ.02;8 604 руб.;"Страна происхождения:; Россия; Номинальный ток, А:; 0,4; Серия:; ДКС-М30; Диапазон измерения частоты, Гц:; 2-50; Индикация срабатывания:; есть; Регулировка частоты:; есть";https://sensoren.ru/product/datchik_skorosti_vrashcheniya_sensor_dks_m30_81s_1113_lg_02/;под заказ
Лазерный датчик расстояния Wenglor Y1TA100QXT3;94 100 руб.;"Класс защиты:; 3; Число контактов, pin:; 4; Класс лазера:; 2; Источник излучения:; Лазер; Диапазоны измерения расстояния:; 10 м ...< 20 м; Дальность измерения Min, м:; 0,1";https://sensoren.ru/product/lazernyy_datchik_rasstoyaniya_wenglor_y1ta100qxt3/;под заказ
Индуктивный датчик расстояния LANBAO LR18XCN08LI4M;5 790 руб.;"Страна происхождения:; Китай; Серия:; LR_M; Длина корпуса, мм:; 73; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M18";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_lanbao_lr18xcn08li4m/;в наличии
Ультразвуковой датчик Pepperl Fuchs UB500-18GM75-U-V15;72 000 руб.;"Серия:; UB; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M18";https://sensoren.ru/product/ultrazvukovoy_datchik_pepperl_fuchs_ub500_18gm75_u_v15/;под заказ
Датчик скорости вращения IFM Electronic DI5009;52 600 руб.;"Длина корпуса, мм:; 82; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M30";https://sensoren.ru/product/datchik_skorosti_vrashcheniya_ifm_electronic_di5009/;под заказ
Индуктивный датчик LANBAO FY12DPO-E2;4 990 руб.;"Число контактов, pin:; 4; Страна происхождения:; Китай; Серия:; FY; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Сертификат соответствия:; CE+EAC";https://sensoren.ru/product/induktivnyy_datchik_lanbao_fy12dpo_e2/;в наличии
Инклинометр SICK TMS88B-AKC360;56 100 руб.;"Страна происхождения:; Германия; Серия:; TMS88B; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -40; Размер прямоугольного корпуса, мм:; 58x90x31";https://sensoren.ru/product/inklinometr_sick_tms88b_akc360/;под заказ
Датчик скорости вращения СЕНСОР ДКС-М30-81В-1252-ЛА.01;8 491 руб.;"Страна происхождения:; Россия; Номинальный ток, А:; 0,25; Серия:; ДКС-М30; Диапазон измерения частоты, Гц:; 0,1-2,5; Индикация срабатывания:; есть; Регулировка частоты:; есть";https://sensoren.ru/product/datchik_skorosti_vrashcheniya_sensor_dks_m30_81v_1252_la_01/;под заказ
Лазерный датчик расстояния Leuze Electronic ODSL 30/D485-30M-S12;325 802 руб.;"Класс защиты:; 2; Размер светового пятна, мм:; 6; Число контактов, pin:; 8; Класс лазера:; 2; Серия:; 30; Источник излучения:; Лазер";https://sensoren.ru/product/lazernyy_datchik_rasstoyaniya_leuze_electronic_odsl_30_d485_30m_s12/;под заказ
Датчик скорости вращения IFM Electronic DI0104;37 100 руб.;"Длина корпуса, мм:; 80; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M30";https://sensoren.ru/product/datchik_skorosti_vrashcheniya_ifm_electronic_di0104/;под заказ
Лазерный датчик расстояния Banner LTF12IC2LDQ;185 500 руб.;"Разрешение, мм:; 3; Режим измерения:; Отражение от объекта; Диапазоны измерения расстояния:; 10 м ...< 20 м; Дальность измерения Min, м:; 0,05; Дальность измерения Max, м:; 12; Дальность измерения Min, мм:; 50";https://sensoren.ru/product/lazernyy_datchik_rasstoyaniya_banner_ltf12ic2ldq/;под заказ
Ультразвуковой датчик Pepperl Fuchs UB300-18GM40-I-V1;51 800 руб.;"Серия:; UB; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M18";https://sensoren.ru/product/ultrazvukovoy_datchik_pepperl_fuchs_ub300_18gm40_i_v1/;под заказ
Ультразвуковой датчик IFM Electronic UGT513;52 900 руб.;"Страна происхождения:; Германия; Серия:; UGT; Длина корпуса, мм:; 97,5; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -20; Размер резьбы корпуса:; M18";https://sensoren.ru/product/ultrazvukovoy_datchik_ifm_electronic_ugt513/;под заказ
Лазерный датчик расстояния Wenglor CP25QXVT80;92 100 руб.;"Класс защиты:; 3; Число контактов, pin:; 8; Класс лазера:; 2; Источник излучения:; Лазер; Время отклика, мс:; 1; Диапазоны измерения расстояния:; < 1000 мм";https://sensoren.ru/product/lazernyy_datchik_rasstoyaniya_wenglor_cp25qxvt80/;под заказ
Индуктивный датчик расстояния LANBAO LR18XCF05LUM;5 790 руб.;"Страна происхождения:; Китай; Серия:; LR_M; Длина корпуса, мм:; 61,5; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M18";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_lanbao_lr18xcf05lum/;под заказ
